author,headline,content
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張","廣運(6125-TW)30日13:20上漲6.2元，股價漲停報68.8元，委買53張、委賣130張，成交10,655張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌0.57%。
廣運(6125-TW)近5日股價下跌1.42%，櫃買指數下跌0.07%，短期股價無明顯表現。
近5日籌碼
三大法人合計買賣超：-2,987 張
外資買賣超：-2,966 張
投信買賣超：0 張
自營商買賣超：-21 張
融資增減：+2,893 張
融券增減：-1,133 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
訂單能見度暢旺！廣運自結1-5月稅後純益年增51% 每股賺0.88元
盤中速報 - 廣運(6125)股價殺至跌停，跌停價58.8元，成交13,363張
更多鉅亨報導"
鉅亨網新聞中心,盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元,"廣運(6125-TW)下週(7月6日)將進行除息交易，其中每股配發現金股利1.62元。
以今日(6月29日)收盤價62.60元計算，預估參考價為60.98元，息值合計為1.62元，股息殖利率2.59%。（註：預估參考價等資訊，皆以(6月29日)收盤價做計算，僅提供參考）
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。近5日股價下跌2.2%，櫃買指數下跌0.94%，短期股價無明顯表現。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/06
62.60
1.62
2.59%
0.0
2022/07/12
28.1
1.6131
5.74%
0.0
2021/09/13
26.9
1.5
5.58%
0.0
2020/07/10
18.65
2.0
10.72%
0.0
2019/07/24
14.9
0.505799
3.39%
0.0
最新相關新聞
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
訂單能見度暢旺！廣運自結1-5月稅後純益年增51% 每股賺0.88元
盤中速報 - 廣運(6125)股價殺至跌停，跌停價58.8元，成交13,363張
盤中速報 - 廣運(6125)股價急跌至60.7元，跌幅達7.04%
盤中速報 - 廣運(6125)急拉2.31%報66.5元，成交20,981張
更多鉅亨報導"
中央社,【公告】廣運代重要子公司金運-訂定除息基準日,"日 期：2023年06月29日
公司名稱：廣運 (6125)
主 旨：代重要子公司金運-訂定除息基準日
發言人：沈麗娟
說 明：
1.董事會、股東會決議或公司決定日期:112/06/29
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:
盈餘分配之現金股利金額為26,500,000元，每股配發現金股利0.5元。
資本公積發放之現金金額為26,500,000元，每股配發現金股利0.5元。
4.除權（息）交易日:不適用。
5.最後過戶日:112/07/07
6.停止過戶起始日期:112/07/10
7.停止過戶截止日期:112/07/14
8.除權（息）基準日:112/07/14
9.債券最後申請轉換日期:不適用。
10.債券停止轉換起始日期:不適用。
11.債券停止轉換截止日期:不適用。
12.現金股利發放日期:112/07/28
13.其他應敘明事項:
(1)本次現金股利分配採「元以下無條件捨去計算方式」，不足一元之畸零款合計數，
由小數點數字自大至小及戶號由前至後順序調整，至符合現金股利分配總額。
(2)因最後過戶日112年07月09日適逢星期例假日，故現場過戶將提前至112年07月07日，
凡持有本公司股票尚未過戶者，務請於112年7月7日(星期五)
下午四時三十分前駕臨，本公司股務代理人統一綜合證券股務代理部
辦理過戶手續，採掛號郵寄者以112年7月9日(最後過戶日) 之郵戳為憑。
(地址：台北市東興路八號地下一樓；電話：02-27473797)
(3)依據本公司112年6月20日股東會決議通過授權董事長訂定。"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張","廣運(6125-TW)30日13:20上漲6.2元，股價漲停報68.8元，委買53張、委賣130張，成交10,655張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌0.57%。
廣運(6125-TW)近5日股價下跌1.42%，櫃買指數下跌0.07%，短期股價無明顯表現。
近5日籌碼
三大法人合計買賣超：-2,987 張
外資買賣超：-2,966 張
投信買賣超：0 張
自營商買賣超：-21 張
融資增減：+2,893 張
融券增減：-1,133 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
訂單能見度暢旺！廣運自結1-5月稅後純益年增51% 每股賺0.88元
盤中速報 - 廣運(6125)股價殺至跌停，跌停價58.8元，成交13,363張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張","廣運(6125-TW)30日13:20上漲6.2元，股價漲停報68.8元，委買53張、委賣130張，成交10,655張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌0.57%。
廣運(6125-TW)近5日股價下跌1.42%，櫃買指數下跌0.07%，短期股價無明顯表現。
近5日籌碼
三大法人合計買賣超：-2,987 張
外資買賣超：-2,966 張
投信買賣超：0 張
自營商買賣超：-21 張
融資增減：+2,893 張
融券增減：-1,133 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
訂單能見度暢旺！廣運自結1-5月稅後純益年增51% 每股賺0.88元
盤中速報 - 廣運(6125)股價殺至跌停，跌停價58.8元，成交13,363張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張","廣運(6125-TW)03日09:20上漲6.8元，股價漲停報75.6元，委買1,619張，成交3,853張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲1.18%。
廣運(6125-TW)近5日股價上漲8.35%，櫃買指數上漲0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-1,692 張
外資買賣超：-1,535 張
投信買賣超：0 張
自營商買賣超：-157 張
融資增減：+1,930 張
融券增減：-2,299 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%,"廣運(6125-TW)03日09:10股價上漲5元，報73.8元，漲幅7.27%，成交2,411張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲8.35%，櫃買指數上漲0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-1,692 張
外資買賣超：-1,535 張
投信買賣超：0 張
自營商買賣超：-157 張
融資增減：+1,930 張
融券增減：-2,299 張
最新相關新聞
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%,"廣運(6125-TW)03日09:10股價上漲5元，報73.8元，漲幅7.27%，成交2,411張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲8.35%，櫃買指數上漲0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-1,692 張
外資買賣超：-1,535 張
投信買賣超：0 張
自營商買賣超：-157 張
融資增減：+1,930 張
融券增減：-2,299 張
最新相關新聞
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%,"廣運(6125-TW)03日09:10股價上漲5元，報73.8元，漲幅7.27%，成交2,411張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲8.35%，櫃買指數上漲0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-1,692 張
外資買賣超：-1,535 張
投信買賣超：0 張
自營商買賣超：-157 張
融資增減：+1,930 張
融券增減：-2,299 張
最新相關新聞
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
盤後速報 - 廣運(6125)下週(7月6日)除息1.62元，預估參考價60.98元
Q2「十大爆紅台股榜」出爐！能源產業占半壁江山
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張","廣運(6125-TW)04日11:39上漲7.5元，股價漲停報83.1元，委買81張、委賣470張，成交9,750張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲5.52%。
廣運(6125-TW)近5日股價上漲15.77%，櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張","廣運(6125-TW)近5分K漲速4.5%，04日09:54報79.4元，成交6,564張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲15.77%，所屬產業為光電業，相關光電類指數上漲5.52%。櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%,"廣運(6125-TW)04日09:00股價上漲5.6元，報81.2元，漲幅7.41%，成交1,309張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲15.77%，櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%,"廣運(6125-TW)04日09:00股價上漲5.6元，報81.2元，漲幅7.41%，成交1,309張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲15.77%，櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
盤中速報 - 廣運(6125)股價大漲至67.0元，漲幅達7.03%
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張","廣運(6125-TW)04日11:39上漲7.5元，股價漲停報83.1元，委買81張、委賣470張，成交9,750張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲5.52%。
廣運(6125-TW)近5日股價上漲15.77%，櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張","廣運(6125-TW)近5分K漲速4.5%，04日09:54報79.4元，成交6,564張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲15.77%，所屬產業為光電業，相關光電類指數上漲5.52%。櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價68.8元，成交10,655張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張","廣運(6125-TW)04日11:39上漲7.5元，股價漲停報83.1元，委買81張、委賣470張，成交9,750張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日上漲5.52%。
廣運(6125-TW)近5日股價上漲15.77%，櫃買指數上漲2.22%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,925 張
外資買賣超：+2,215 張
投信買賣超：0 張
自營商買賣超：-290 張
融資增減：+1,207 張
融券增減：-2,925 張
最新相關新聞
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
盤中速報 - 廣運(6125)股價拉至漲停，漲停價75.6元，成交3,853張
盤中速報 - 廣運(6125)股價大漲至73.8元，漲幅達7.27%
【量大強漲股整理】長榮順利填息下，AI股私募案送分題股噴出後，想知道七月份的新主流該鎖定誰?
更多鉅亨報導"
鉅亨網新聞中心,盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元,"廣運(6125-TW)次交易(6)日將進行除息交易，其中每股配發現金股利1.62元。
首日參考價為79.68元，相較今日收盤價81.30元，息值合計為1.62元，股息殖利率1.99%。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/06
81.30
1.62
1.99%
0.0
2022/07/12
28.1
1.6131
5.74%
0.0
2021/09/13
26.9
1.5
5.58%
0.0
2020/07/10
18.65
2.0
10.72%
0.0
2019/07/24
14.9
0.505799
3.39%
0.0
最新相關新聞
【新台股龍捲風】 CPO的華星光，AI伺服器的緯創，COWOS的辛耘全拉漲停，接下來？線上演講會開放報名
七月大發財 好戲連台
盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%,"廣運(6125-TW)06日09:55股價上漲5.9元，報85.6元，漲幅7.4%，成交3,976張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲30.92%，櫃買指數上漲2.57%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,303 張
外資買賣超：+1,430 張
投信買賣超：0 張
自營商買賣超：-127 張
融資增減：+929 張
融券增減：-1,433 張
最新相關新聞
盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元
【新台股龍捲風】 CPO的華星光，AI伺服器的緯創，COWOS的辛耘全拉漲停，接下來？線上演講會開放報名
七月大發財 好戲連台
盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
更多鉅亨報導"
鉅亨網新聞中心,盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元,"廣運(6125-TW)次交易(6)日將進行除息交易，其中每股配發現金股利1.62元。
首日參考價為79.68元，相較今日收盤價81.30元，息值合計為1.62元，股息殖利率1.99%。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/06
81.30
1.62
1.99%
0.0
2022/07/12
28.1
1.6131
5.74%
0.0
2021/09/13
26.9
1.5
5.58%
0.0
2020/07/10
18.65
2.0
10.72%
0.0
2019/07/24
14.9
0.505799
3.39%
0.0
最新相關新聞
【新台股龍捲風】 CPO的華星光，AI伺服器的緯創，COWOS的辛耘全拉漲停，接下來？線上演講會開放報名
七月大發財 好戲連台
盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%,"廣運(6125-TW)06日09:55股價上漲5.9元，報85.6元，漲幅7.4%，成交3,976張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲30.92%，櫃買指數上漲2.57%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+1,303 張
外資買賣超：+1,430 張
投信買賣超：0 張
自營商買賣超：-127 張
融資增減：+929 張
融券增減：-1,433 張
最新相關新聞
盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元
【新台股龍捲風】 CPO的華星光，AI伺服器的緯創，COWOS的辛耘全拉漲停，接下來？線上演講會開放報名
七月大發財 好戲連台
盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
更多鉅亨報導"
鉅亨網新聞中心,盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元,"廣運(6125-TW)次交易(6)日將進行除息交易，其中每股配發現金股利1.62元。
首日參考價為79.68元，相較今日收盤價81.30元，息值合計為1.62元，股息殖利率1.99%。
歷史股利發放
除權息前股價
現金股利 (元/股)
現金殖利率
股票股利 (元/百股)
2023/07/06
81.30
1.62
1.99%
0.0
2022/07/12
28.1
1.6131
5.74%
0.0
2021/09/13
26.9
1.5
5.58%
0.0
2020/07/10
18.65
2.0
10.72%
0.0
2019/07/24
14.9
0.505799
3.39%
0.0
最新相關新聞
【新台股龍捲風】 CPO的華星光，AI伺服器的緯創，COWOS的辛耘全拉漲停，接下來？線上演講會開放報名
七月大發財 好戲連台
盤中速報 - 廣運(6125)股價拉至漲停，漲停價83.1元，成交9,750張
盤中速報 - 廣運(6125)急拉4.5%報79.4元，成交6,564張
盤中速報 - 廣運(6125)股價大漲至81.2元，漲幅達7.41%
更多鉅亨報導"
中央社,【公告】廣運 2023年6月合併營收6億元 年增17.9%,"日期： 2023 年 07 月 06日
上櫃公司：廣運 (6125)
單位：仟元"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%,"廣運(6125-TW)10日13:20股價下跌6.4元，報76.6元，跌幅7.71%，成交6,161張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲20.64%，櫃買指數下跌0.95%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-597 張
外資買賣超：-582 張
投信買賣超：0 張
自營商買賣超：-15 張
融資增減：+247 張
融券增減：+1,531 張
最新相關新聞
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
【量大強漲股整理】台股進入下半年，AI股攻勢再起，該鎖定哪兩大焦點股?
【新台股龍捲風】 AI來的太快就像龍捲風！緯創、華星光續創高，COWOS的萬潤急拉漲停！線上演講會開放報名
盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%
盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%,"廣運(6125-TW)10日13:20股價下跌6.4元，報76.6元，跌幅7.71%，成交6,161張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲20.64%，櫃買指數下跌0.95%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-597 張
外資買賣超：-582 張
投信買賣超：0 張
自營商買賣超：-15 張
融資增減：+247 張
融券增減：+1,531 張
最新相關新聞
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
【量大強漲股整理】台股進入下半年，AI股攻勢再起，該鎖定哪兩大焦點股?
【新台股龍捲風】 AI來的太快就像龍捲風！緯創、華星光續創高，COWOS的萬潤急拉漲停！線上演講會開放報名
盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%
盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%,"廣運(6125-TW)10日13:20股價下跌6.4元，報76.6元，跌幅7.71%，成交6,161張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲20.64%，櫃買指數下跌0.95%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-597 張
外資買賣超：-582 張
投信買賣超：0 張
自營商買賣超：-15 張
融資增減：+247 張
融券增減：+1,531 張
最新相關新聞
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
【量大強漲股整理】台股進入下半年，AI股攻勢再起，該鎖定哪兩大焦點股?
【新台股龍捲風】 AI來的太快就像龍捲風！緯創、華星光續創高，COWOS的萬潤急拉漲停！線上演講會開放報名
盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%
盤後速報 - 廣運(6125)次交易(6)日除息1.62元，參考價79.68元
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至87.8元，漲幅達7.6%,"廣運(6125-TW)20日12:40股價上漲6.2元，報87.8元，漲幅7.6%，成交3,642張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲6.81%，櫃買指數上漲0.78%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+188 張
外資買賣超：-50 張
投信買賣超：0 張
自營商買賣超：+238 張
融資增減：-1,816 張
融券增減：+22 張
最新相關新聞
盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
【量大強漲股整理】台股進入下半年，AI股攻勢再起，該鎖定哪兩大焦點股?
【新台股龍捲風】 AI來的太快就像龍捲風！緯創、華星光續創高，COWOS的萬潤急拉漲停！線上演講會開放報名
盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至87.8元，漲幅達7.6%,"廣運(6125-TW)20日12:40股價上漲6.2元，報87.8元，漲幅7.6%，成交3,642張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲6.81%，櫃買指數上漲0.78%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：+188 張
外資買賣超：-50 張
投信買賣超：0 張
自營商買賣超：+238 張
融資增減：-1,816 張
融券增減：+22 張
最新相關新聞
盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
【量大強漲股整理】台股進入下半年，AI股攻勢再起，該鎖定哪兩大焦點股?
【新台股龍捲風】 AI來的太快就像龍捲風！緯創、華星光續創高，COWOS的萬潤急拉漲停！線上演講會開放報名
盤中速報 - 廣運(6125)股價大漲至85.6元，漲幅達7.4%
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%,"廣運(6125-TW)21日13:22股價上漲6.8元，報96.5元，漲幅7.58%，成交4,466張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲16.49%，櫃買指數上漲1.71%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-203 張
外資買賣超：-335 張
投信買賣超：0 張
自營商買賣超：+132 張
融資增減：-1,077 張
融券增減：+78 張
最新相關新聞
【量大強漲股整理】AI股攻勢再起，有戲可期嗎?散熱大漲後，該留意誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價89.7元，成交4,671張
盤中速報 - 廣運(6125)股價大漲至87.8元，漲幅達7.6%
盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
更多鉅亨報導"
